The Propaganda Poster Girl,Audio/AmyBrown/AmyBrown0.wav,,
"She has emerged from the bamboo forest with a white, fleshy-petalled flower and her gun.",Audio/AmyBrown/AmyBrown1.wav,,
"Save the country, save the youth she is supposed to say because she is young and solid looking.",Audio/AmyBrown/AmyBrown2.wav,,
"She looks out at her admirers and critics, distracting them with her stare, the clever pattern in her headscarf, that poorly foreshortened thumb and dark pink fist.",Audio/AmyBrown/AmyBrown3.wav,,
She is flat and smooth.,Audio/AmyBrown/AmyBrown4.wav,,
"Foreigners smile at her, wanting to look good.",Audio/AmyBrown/AmyBrown5.wav,,
Duong Ngoc Canh painted me in 1945.,Audio/AmyBrown/AmyBrown6.wav,,
Then someone else carved my image in wood and multiplied me.,Audio/AmyBrown/AmyBrown7.wav,,
"I was all over the city, flapping against plane trees and rolling down the street with other rubbish.",Audio/AmyBrown/AmyBrown8.wav,,
Not quite immortal or free from aging I was still luckier than most for I had hundreds and hundreds of lives.,Audio/AmyBrown/AmyBrown9.wav,,
"The way you shed eyelashes and skin, I let my replicas go painlessly.",Audio/AmyBrown/AmyBrown10.wav,,
"Somewhere in the city, a printing press was constantly replacing what I'd lost.",Audio/AmyBrown/AmyBrown11.wav,,
"He admires her elegance, that crisp feline stare, her constantly changing surveillance over the tiny gallery's entrance.",Audio/AmyBrown/AmyBrown12.wav,,
It's not his first visit here.,Audio/AmyBrown/AmyBrown13.wav,,
"But still, he admires the elegance of his situation, the quiet insistence of her gun (the same black as her hair).",Audio/AmyBrown/AmyBrown14.wav,,
"Her constantly changing surveillance, warm then cold; if only he could rinse himself in her stare.",Audio/AmyBrown/AmyBrown15.wav,,
He admires her elegance.,Audio/AmyBrown/AmyBrown16.wav,,
"To him, the print's worth more than American dollars just for that constantly changing surveillance.",Audio/AmyBrown/AmyBrown17.wav,,
"They leave the shop together, an odd pair- she tucked under his arm with a look of despair.",Audio/AmyBrown/AmyBrown18.wav,,
"He, admiring the elegance of her constantly changing surveillance.",Audio/AmyBrown/AmyBrown19.wav,,
"People like to be looked at, especially by beautiful eyes.",Audio/AmyBrown/AmyBrown20.wav,,
But only up to a point.,Audio/AmyBrown/AmyBrown21.wav,,
"Eventually they are no longer open to critique, which is why you should stare secretly.",Audio/AmyBrown/AmyBrown22.wav,,
Why believe me?,Audio/AmyBrown/AmyBrown23.wav,,
I have experience at observing.,Audio/AmyBrown/AmyBrown24.wav,,
My eyes are always open.,Audio/AmyBrown/AmyBrown25.wav,,
"At times I hate my wide painted eyes, though I'm becoming wiser.",Audio/AmyBrown/AmyBrown26.wav,,
"They, I now realise, give my life a point.",Audio/AmyBrown/AmyBrown27.wav,,
"The gun slung over my shoulder, the point of the barrel behind my headscarf.",Audio/AmyBrown/AmyBrown28.wav,,
"Why, that's no weapon.",Audio/AmyBrown/AmyBrown29.wav,,
My hands are frozen.,Audio/AmyBrown/AmyBrown30.wav,,
They could never pull a trigger.,Audio/AmyBrown/AmyBrown31.wav,,
"Now, look at the magnolia between my fingers, my eyes can't see it.",Audio/AmyBrown/AmyBrown32.wav,,
"They only stare out, wide open- immutably, frustratingly open.",Audio/AmyBrown/AmyBrown33.wav,,
"An artist carved them with the point of his tiny print knife, thinking, Eyes as beautiful as a cat's.",Audio/AmyBrown/AmyBrown34.wav,,
Why not?,Audio/AmyBrown/AmyBrown35.wav,,
"Carefully prepared, I ended up at the gallery, alone with my sight.",Audio/AmyBrown/AmyBrown36.wav,,
"They, the art dealer and her daughter, sold me.",Audio/AmyBrown/AmyBrown37.wav,,
They made twenty US dollars from a man with an open-mouthed smile.,Audio/AmyBrown/AmyBrown38.wav,,
He seemed to stare at everything.,Audio/AmyBrown/AmyBrown39.wav,,
"Cycling us through Hanoi, he pointed out the lake, as if he knew I could see.",Audio/AmyBrown/AmyBrown40.wav,,
Why he understands me I can't say.,Audio/AmyBrown/AmyBrown41.wav,,
"But his eyes are so glad-pale-lashed, green eyes- that I forget to question his awareness.",Audio/AmyBrown/AmyBrown42.wav,,
"They flatter me, sympathise, know why it's hard to be always open to malice, accepting it wide-eyed; that's my point.",Audio/AmyBrown/AmyBrown43.wav,,
"I am obliged to look out at my viewers, constantly, eyes open like a clear conscience.",Audio/AmyBrown/AmyBrown44.wav,,
"The man realises this point; he needs to look at me, and to be looked at.",Audio/AmyBrown/AmyBrown45.wav,,
,,,
White Saris,Audio/AngelaAndrews/andrews0.wav,0:00,"White Saris, by Angela Andrews"
"What I knew of their house was a blue garage door, kicked-in at the middle.",Audio/AngelaAndrews/andrews1.wav,0:00,"White Saris, by Angela Andrews"
A buckling dent.,Audio/AngelaAndrews/andrews2.wav,0:00,"White Saris, by Angela Andrews"
You approach a scene like that with caution.,Audio/AngelaAndrews/andrews3.wav,0:00,"White Saris, by Angela Andrews"
"It takes time to know whether to pause or hurry, head down.",Audio/AngelaAndrews/andrews4.wav,0:00,"White Saris, by Angela Andrews"
Their glowing white saris on this grey marble day.,Audio/AngelaAndrews/andrews5.wav,0:00,"White Saris, by Angela Andrews"
"Outside the buckled door, a station wagon, black.",Audio/AngelaAndrews/andrews6.wav,0:00,"White Saris, by Angela Andrews"
I was thinking of you. How you will find out.,Audio/AngelaAndrews/andrews7.wav,0:00,"White Saris, by Angela Andrews"
The black suit you will wear.,Audio/AngelaAndrews/andrews8.wav,0:00,"White Saris, by Angela Andrews"
How the feel of your best white shirt could hurt.,Audio/AngelaAndrews/andrews9.wav,0:00,"White Saris, by Angela Andrews"
How silk might hang in a cold wardrobe.,Audio/AngelaAndrews/andrews10.wav,0:00,"White Saris, by Angela Andrews"
I pushed you through those people. ,Audio/AngelaAndrews/andrews11.wav,0:00,"White Saris, by Angela Andrews"
I pushed you along the road.,Audio/AngelaAndrews/andrews12.wav,0:00,"White Saris, by Angela Andrews"
,,,
Shower,Audio/TusiataAvia/avia0.wav,0:00,
to S.,Audio/TusiataAvia/avia1.wav,0:00,
"That next morning as I stepped from the shower I caught myself in the mirror, I was shocked to see the marks like blackened flowers fallen onto snow, fluttering down the backs of my thighs like finding something huge and succulent and moving.",Audio/TusiataAvia/avia2.wav,0:00,
I looked closer between my thighs and on the cheeks of my bottom and found the purple blooms,Audio/TusiataAvia/avia3.wav,0:00,
"And right then, the way they say people on the verge of death see their lives flash, I saw him behind me I saw his hands twisted in black fistfuls, my scalp scorched my throat curved up like an invitation glistening to a blade and my mouth open wide like the death cries of small gods.",Audio/TusiataAvia/avia4.wav,0:00,
"I saw him grind me into the bed, the wall because there was no space no space between us, he was pushed so far inside me the room had to give.",Audio/TusiataAvia/avia5.wav,0:00,
I saw his hands on my hips smash me into him I saw his fingers dig into the flesh of my ass-cheeks like you would dig your way through wet sand if you knew something was buried there—treasure or a living child.,Audio/TusiataAvia/avia6.wav,0:00,
"All I wanted was for him to break me, split me in half and then in half again again and again until my body was smashed out of existence like the cliff that becomes the sand that swims inside the sea.",Audio/TusiataAvia/avia7.wav,0:00,
,,,
AGNUS DEI,Audio/MartySmith/smith0.wav,0:00,
I carried the lamb in a sack on my horse the tongue hanging grey and limp. ,Audio/MartySmith/smith1.wav,0:00,
"It’s buggered, said Dad, throw it in the creek.",Audio/MartySmith/smith2.wav,0:00,
"The creek leaped, dimpled.",Audio/MartySmith/smith3.wav,0:00,
"Small bubbles whirled, it rumpled where I was looking the water shadowed half-blue-blackdeep just there with duckweed floating out the yards behind all noise, the cattle swirling up air swelled with dust and bellowing. ",Audio/MartySmith/smith4.wav,0:00,
Flies lighted on and off the rails.,Audio/MartySmith/smith5.wav,0:00,
"I took the lamb and kneeled in the pudgy mud both hands under it, under the water, laid it carefully into the shocked cold. ",Audio/MartySmith/smith6.wav,0:00,
"It hardly struggled, there was so little left. ",Audio/MartySmith/smith7.wav,0:00,
Put the bloody thing out of its misery I heard in my head as I pushed it under and the water shuddered. ,Audio/MartySmith/smith8.wav,0:00,
Get the hell out of that he yelled at my back you macabre little bastard! ,Audio/MartySmith/smith9.wav,0:00,
"It might have been ghoulish, he was good with words. ",Audio/MartySmith/smith10.wav,0:00,
"The yards were sweating hot Dad wiped his hatband, the sack smelling of dry stiff flax, I wiped my nose my hand all mud and numb.",Audio/MartySmith/smith11.wav,0:00,
The birds hummed.,Audio/MartySmith/smith12.wav,0:00,
"In rain, in wind I go out all hours on my lambing beat he’s the shadow of me, always riding beside me. ",Audio/MartySmith/smith13.wav,0:00,
"Let it go he said, quietly. ",Audio/MartySmith/smith14.wav,0:00,
"I let it go floating it bobbed and the sun caught the eye, closing. ",Audio/MartySmith/smith15.wav,0:00,
"Shush, shush, said the creek.",Audio/MartySmith/smith16.wav,0:00,
,,,
and-yellow,Audio/SonjaYelich/yelich0.wav,0:00,
